,Periods,Price
1952,27/5/1997,1649.809
1953,28/5/1997,1649.809
1954,29/5/1997,1649.809
1955,30/5/1997,1751.34
1956,2/6/1997,1751.34
1957,3/6/1997,1751.34
1958,4/6/1997,1751.34
1959,5/6/1997,1751.34
1960,6/6/1997,1751.34
1961,9/6/1997,1751.34
1962,10/6/1997,1751.34
1963,11/6/1997,1751.34
1964,12/6/1997,1751.34
1965,13/6/1997,1751.34
1966,16/6/1997,1751.34
1967,17/6/1997,1751.34
1968,18/6/1997,1751.34
1969,19/6/1997,1751.34
1970,20/6/1997,1751.34
1971,23/6/1997,1751.34
1972,24/6/1997,1751.34
1973,25/6/1997,1751.34
1974,26/6/1997,1751.34
1975,27/6/1997,1751.34
1976,30/6/1997,1838.388
1977,1/7/1997,1838.388
1978,2/7/1997,1838.388
1979,3/7/1997,1838.388
1980,4/7/1997,1838.388
1981,7/7/1997,1838.388
1982,8/7/1997,1838.388
1983,9/7/1997,1838.388
1984,10/7/1997,1838.388
1985,11/7/1997,1838.388
1986,14/7/1997,1838.388
1987,15/7/1997,1838.388
1988,16/7/1997,1838.388
1989,17/7/1997,1838.388
1990,18/7/1997,1838.388
1991,21/7/1997,1838.388
1992,22/7/1997,1838.388
1993,23/7/1997,1838.388
1994,24/7/1997,1838.388
1995,25/7/1997,1838.388
1996,28/7/1997,1838.388
1997,29/7/1997,1838.388
1998,30/7/1997,1838.388
1999,31/7/1997,1922.758
2000,1/8/1997,1922.758
2001,4/8/1997,1922.758
2002,5/8/1997,1922.758
2003,6/8/1997,1922.758
2004,7/8/1997,1922.758
2005,8/8/1997,1922.758
2006,11/8/1997,1922.758
2007,12/8/1997,1922.758
2008,13/8/1997,1922.758
2009,14/8/1997,1922.758
2010,15/8/1997,1922.758
2011,18/8/1997,1922.758
2012,19/8/1997,1922.758
2013,20/8/1997,1922.758
2014,21/8/1997,1922.758
2015,22/8/1997,1922.758
2016,25/8/1997,1922.758
2017,26/8/1997,1922.758
2018,27/8/1997,1922.758
2019,28/8/1997,1922.758
2020,29/8/1997,1793.832
2021,1/9/1997,1793.832
2022,2/9/1997,1793.832
2023,3/9/1997,1793.832
2024,4/9/1997,1793.832
2025,5/9/1997,1793.832
2026,8/9/1997,1793.832
2027,9/9/1997,1793.832
2028,10/9/1997,1793.832
2029,11/9/1997,1793.832
2030,12/9/1997,1793.832
2031,15/9/1997,1793.832
2032,16/9/1997,1793.832
2033,17/9/1997,1793.832
2034,18/9/1997,1793.832
2035,19/9/1997,1793.832
2036,22/9/1997,1793.832
2037,23/9/1997,1793.832
2038,24/9/1997,1793.832
2039,25/9/1997,1793.832
2040,26/9/1997,1793.832
2041,29/9/1997,1793.832
2042,30/9/1997,1890.983
2043,1/10/1997,1890.983
2044,2/10/1997,1890.983
2045,3/10/1997,1890.983
2046,6/10/1997,1890.983
2047,7/10/1997,1890.983
2048,8/10/1997,1890.983
2049,9/10/1997,1890.983
2050,10/10/1997,1890.983
2051,13/10/1997,1890.983
2052,14/10/1997,1890.983
2053,15/10/1997,1890.983
2054,16/10/1997,1890.983
2055,17/10/1997,1890.983
2056,20/10/1997,1890.983
2057,21/10/1997,1890.983
2058,22/10/1997,1890.983
2059,23/10/1997,1890.983
2060,24/10/1997,1890.983
2061,27/10/1997,1890.983
2062,28/10/1997,1890.983
2063,29/10/1997,1890.983
2064,30/10/1997,1890.983
2065,31/10/1997,1791.153
2066,3/11/1997,1791.153
2067,4/11/1997,1791.153
2068,5/11/1997,1791.153
2069,6/11/1997,1791.153
2070,7/11/1997,1791.153
2071,10/11/1997,1791.153
2072,11/11/1997,1791.153
2073,12/11/1997,1791.153
2074,13/11/1997,1791.153
2075,14/11/1997,1791.153
2076,17/11/1997,1791.153
2077,18/11/1997,1791.153
2078,19/11/1997,1791.153
2079,20/11/1997,1791.153
2080,21/11/1997,1791.153
2081,24/11/1997,1791.153
2082,25/11/1997,1791.153
2083,26/11/1997,1791.153
2084,27/11/1997,1791.153
2085,28/11/1997,1822.544
2086,1/12/1997,1822.544
2087,2/12/1997,1822.544
2088,3/12/1997,1822.544
2089,4/12/1997,1822.544
2090,5/12/1997,1822.544
2091,8/12/1997,1822.544
2092,9/12/1997,1822.544
2093,10/12/1997,1822.544
2094,11/12/1997,1822.544
2095,12/12/1997,1822.544
2096,15/12/1997,1822.544
2097,16/12/1997,1822.544
2098,17/12/1997,1822.544
2099,18/12/1997,1822.544
2100,19/12/1997,1822.544
2101,22/12/1997,1822.544
2102,23/12/1997,1822.544
2103,24/12/1997,1822.544
2104,25/12/1997,1822.544
2105,26/12/1997,1822.544
2106,29/12/1997,1822.544
2107,30/12/1997,1822.544
2108,31/12/1997,1844.451
2109,1/1/1998,1844.451
2110,2/1/1998,1844.451
2111,5/1/1998,1844.451
2112,6/1/1998,1844.451
2113,7/1/1998,1844.451
2114,8/1/1998,1844.451
2115,9/1/1998,1844.451
2116,12/1/1998,1844.451
2117,13/1/1998,1844.451
2118,14/1/1998,1844.451
2119,15/1/1998,1844.451
2120,16/1/1998,1844.451
2121,19/1/1998,1844.451
2122,20/1/1998,1844.451
2123,21/1/1998,1844.451
2124,22/1/1998,1844.451
2125,23/1/1998,1844.451
2126,26/1/1998,1844.451
2127,27/1/1998,1844.451
2128,28/1/1998,1844.451
2129,29/1/1998,1844.451
2130,30/1/1998,1895.546
2131,2/2/1998,1895.546
2132,3/2/1998,1895.546
2133,4/2/1998,1895.546
2134,5/2/1998,1895.546
2135,6/2/1998,1895.546
2136,9/2/1998,1895.546
2137,10/2/1998,1895.546
2138,11/2/1998,1895.546
2139,12/2/1998,1895.546
2140,13/2/1998,1895.546
2141,16/2/1998,1895.546
2142,17/2/1998,1895.546
2143,18/2/1998,1895.546
2144,19/2/1998,1895.546
2145,20/2/1998,1895.546
2146,23/2/1998,1895.546
2147,24/2/1998,1895.546
2148,25/2/1998,1895.546
2149,26/2/1998,1895.546
2150,27/2/1998,2023.462
2151,2/3/1998,2023.462
2152,3/3/1998,2023.462
2153,4/3/1998,2023.462
2154,5/3/1998,2023.462
2155,6/3/1998,2023.462
2156,9/3/1998,2023.462
2157,10/3/1998,2023.462
2158,11/3/1998,2023.462
2159,12/3/1998,2023.462
2160,13/3/1998,2023.462
2161,16/3/1998,2023.462
2162,17/3/1998,2023.462
2163,18/3/1998,2023.462
2164,19/3/1998,2023.462
2165,20/3/1998,2023.462
2166,23/3/1998,2023.462
2167,24/3/1998,2023.462
2168,25/3/1998,2023.462
2169,26/3/1998,2023.462
2170,27/3/1998,2023.462
2171,30/3/1998,2023.462
2172,31/3/1998,2108.595
2173,1/4/1998,2108.595
2174,2/4/1998,2108.595
2175,3/4/1998,2108.595
2176,6/4/1998,2108.595
2177,7/4/1998,2108.595
2178,8/4/1998,2108.595
2179,9/4/1998,2108.595
2180,10/4/1998,2108.595
2181,13/4/1998,2108.595
2182,14/4/1998,2108.595
2183,15/4/1998,2108.595
2184,16/4/1998,2108.595
2185,17/4/1998,2108.595
2186,20/4/1998,2108.595
2187,21/4/1998,2108.595
2188,22/4/1998,2108.595
2189,23/4/1998,2108.595
2190,24/4/1998,2108.595
2191,27/4/1998,2108.595
2192,28/4/1998,2108.595
2193,29/4/1998,2108.595
2194,30/4/1998,2128.884
2195,1/5/1998,2128.884
2196,4/5/1998,2128.884
2197,5/5/1998,2128.884
2198,6/5/1998,2128.884
2199,7/5/1998,2128.884
2200,8/5/1998,2128.884
2201,11/5/1998,2128.884
2202,12/5/1998,2128.884
2203,13/5/1998,2128.884
2204,14/5/1998,2128.884
2205,15/5/1998,2128.884
2206,18/5/1998,2128.884
2207,19/5/1998,2128.884
2208,20/5/1998,2128.884
2209,21/5/1998,2128.884
2210,22/5/1998,2128.884
2211,25/5/1998,2128.884
2212,26/5/1998,2128.884
2213,27/5/1998,2128.884
2214,28/5/1998,2128.884
2215,29/5/1998,2101.886
2216,1/6/1998,2101.886
2217,2/6/1998,2101.886
2218,3/6/1998,2101.886
2219,4/6/1998,2101.886
2220,5/6/1998,2101.886
2221,8/6/1998,2101.886
2222,9/6/1998,2101.886
2223,10/6/1998,2101.886
2224,11/6/1998,2101.886
2225,12/6/1998,2101.886
2226,15/6/1998,2101.886
2227,16/6/1998,2101.886
2228,17/6/1998,2101.886
2229,18/6/1998,2101.886
2230,19/6/1998,2101.886
2231,22/6/1998,2101.886
2232,23/6/1998,2101.886
2233,24/6/1998,2101.886
2234,25/6/1998,2101.886
2235,26/6/1998,2101.886
2236,29/6/1998,2101.886
2237,30/6/1998,2151.45
2238,1/7/1998,2151.45
2239,2/7/1998,2151.45
2240,3/7/1998,2151.45
2241,6/7/1998,2151.45
2242,7/7/1998,2151.45
2243,8/7/1998,2151.45
2244,9/7/1998,2151.45
2245,10/7/1998,2151.45
2246,13/7/1998,2151.45
2247,14/7/1998,2151.45
2248,15/7/1998,2151.45
2249,16/7/1998,2151.45
2250,17/7/1998,2151.45
2251,20/7/1998,2151.45
2252,21/7/1998,2151.45
2253,22/7/1998,2151.45
2254,23/7/1998,2151.45
2255,24/7/1998,2151.45
2256,27/7/1998,2151.45
2257,28/7/1998,2151.45
2258,29/7/1998,2151.45
2259,30/7/1998,2151.45
2260,31/7/1998,2147.679
2261,3/8/1998,2147.679
2262,4/8/1998,2147.679
2263,5/8/1998,2147.679
2264,6/8/1998,2147.679
2265,7/8/1998,2147.679
2266,10/8/1998,2147.679
2267,11/8/1998,2147.679
2268,12/8/1998,2147.679
2269,13/8/1998,2147.679
2270,14/8/1998,2147.679
2271,17/8/1998,2147.679
2272,18/8/1998,2147.679
2273,19/8/1998,2147.679
2274,20/8/1998,2147.679
2275,21/8/1998,2147.679
2276,24/8/1998,2147.679
2277,25/8/1998,2147.679
2278,26/8/1998,2147.679
2279,27/8/1998,2147.679
2280,28/8/1998,2147.679
2281,31/8/1998,1860.958
2282,1/9/1998,1860.958
2283,2/9/1998,1860.958
2284,3/9/1998,1860.958
2285,4/9/1998,1860.958
2286,7/9/1998,1860.958
2287,8/9/1998,1860.958
2288,9/9/1998,1860.958
2289,10/9/1998,1860.958
2290,11/9/1998,1860.958
2291,14/9/1998,1860.958
2292,15/9/1998,1860.958
2293,16/9/1998,1860.958
2294,17/9/1998,1860.958
2295,18/9/1998,1860.958
2296,21/9/1998,1860.958
2297,22/9/1998,1860.958
2298,23/9/1998,1860.958
2299,24/9/1998,1860.958
2300,25/9/1998,1860.958
2301,28/9/1998,1860.958
2302,29/9/1998,1860.958
2303,30/9/1998,1893.551
2304,1/10/1998,1893.551
2305,2/10/1998,1893.551
2306,5/10/1998,1893.551
2307,6/10/1998,1893.551
2308,7/10/1998,1893.551
2309,8/10/1998,1893.551
2310,9/10/1998,1893.551
2311,12/10/1998,1893.551
2312,13/10/1998,1893.551
2313,14/10/1998,1893.551
2314,15/10/1998,1893.551
2315,16/10/1998,1893.551
2316,19/10/1998,1893.551
2317,20/10/1998,1893.551
2318,21/10/1998,1893.551
2319,22/10/1998,1893.551
2320,23/10/1998,1893.551
2321,26/10/1998,1893.551
2322,27/10/1998,1893.551
2323,28/10/1998,1893.551
2324,29/10/1998,1893.551
2325,30/10/1998,2064.403
2326,2/11/1998,2064.403
2327,3/11/1998,2064.403
2328,4/11/1998,2064.403
2329,5/11/1998,2064.403
2330,6/11/1998,2064.403
2331,9/11/1998,2064.403
2332,10/11/1998,2064.403
2333,11/11/1998,2064.403
2334,12/11/1998,2064.403
2335,13/11/1998,2064.403
2336,16/11/1998,2064.403
2337,17/11/1998,2064.403
2338,18/11/1998,2064.403
2339,19/11/1998,2064.403
2340,20/11/1998,2064.403
2341,23/11/1998,2064.403
2342,24/11/1998,2064.403
2343,25/11/1998,2064.403
2344,26/11/1998,2064.403
2345,27/11/1998,2064.403
2346,30/11/1998,2186.848
2347,1/12/1998,2186.848
2348,2/12/1998,2186.848
2349,3/12/1998,2186.848
2350,4/12/1998,2186.848
2351,7/12/1998,2186.848
2352,8/12/1998,2186.848
2353,9/12/1998,2186.848
2354,10/12/1998,2186.848
2355,11/12/1998,2186.848
2356,14/12/1998,2186.848
2357,15/12/1998,2186.848
2358,16/12/1998,2186.848
2359,17/12/1998,2186.848
2360,18/12/1998,2186.848
2361,21/12/1998,2186.848
2362,22/12/1998,2186.848
2363,23/12/1998,2186.848
2364,24/12/1998,2186.848
2365,25/12/1998,2186.848
2366,28/12/1998,2186.848
2367,29/12/1998,2186.848
2368,30/12/1998,2186.848
2369,31/12/1998,2293.354
2370,31/12/1998,2293.354
2371,1/1/1999,2293.196
2372,4/1/1999,2316.371
2373,5/1/1999,2339.975
2374,6/1/1999,2384.291
2375,7/1/1999,2376.712
2376,8/1/1999,2374.983
2377,11/1/1999,2354.361
2378,12/1/1999,2314.566
2379,13/1/1999,2283.38
2380,14/1/1999,2267.651
2381,15/1/1999,2301.968
2382,18/1/1999,2321.997
2383,19/1/1999,2327.576
2384,20/1/1999,2341.098
2385,21/1/1999,2313.909
2386,22/1/1999,2278.503
2387,25/1/1999,2289.568
2388,26/1/1999,2313.082
2389,27/1/1999,2302.969
2390,28/1/1999,2323.727
2391,29/1/1999,2343.238
2392,1/2/1999,2344.546
2393,2/2/1999,2334.731
2394,3/2/1999,2332.123
2395,4/2/1999,2305.206
2396,5/2/1999,2288.815
2397,8/2/1999,2284.697
2398,9/2/1999,2242.284
2399,10/2/1999,2244.035
2400,11/2/1999,2283.055
2401,12/2/1999,2270.376
2402,15/2/1999,2270.504
2403,16/2/1999,2277.31
2404,17/2/1999,2256.49
2405,18/2/1999,2267.251
2406,19/2/1999,2264.909
2407,22/2/1999,2303.909
2408,23/2/1999,2311.469
2409,24/2/1999,2299.404
2410,25/2/1999,2289.826
2411,26/2/1999,2280.572
2412,1/3/1999,2261.438
2413,2/3/1999,2249.825
2414,3/3/1999,2243.828
2415,4/3/1999,2260.098
2416,5/3/1999,2316.686
2417,8/3/1999,2324.042
2418,9/3/1999,2329.887
2419,10/3/1999,2348.922
2420,11/3/1999,2364.314
2421,12/3/1999,2371.898
2422,15/3/1999,2387.567
2423,16/3/1999,2393.086
2424,17/3/1999,2388.092
2425,18/3/1999,2396.178
2426,19/3/1999,2395.317
2427,22/3/1999,2386.315
2428,23/3/1999,2337.654
2429,24/3/1999,2331.699
2430,25/3/1999,2365.814
2431,26/3/1999,2347.66
2432,29/3/1999,2383.947
2433,30/3/1999,2376.389
2434,31/3/1999,2375.193
2435,1/4/1999,2390.186
2436,2/4/1999,2387.262
2437,5/4/1999,2408.551
2438,6/4/1999,2423.006
2439,7/4/1999,2439.855
2440,8/4/1999,2468.348
2441,9/4/1999,2471.247
2442,12/4/1999,2480.847
2443,13/4/1999,2481.726
2444,14/4/1999,2465.91
2445,15/4/1999,2447.181
2446,16/4/1999,2444.0
2447,19/4/1999,2420.878
2448,20/4/1999,2418.545
2449,21/4/1999,2444.749
2450,22/4/1999,2473.764
2451,23/4/1999,2479.183
2452,26/4/1999,2488.916
2453,27/4/1999,2505.903
2454,28/4/1999,2491.714
2455,29/4/1999,2476.199
2456,30/4/1999,2468.493
2457,3/5/1999,2488.254
2458,4/5/1999,2468.351
2459,5/5/1999,2476.487
2460,6/5/1999,2476.243
2461,7/5/1999,2477.671
2462,10/5/1999,2477.177
2463,11/5/1999,2483.183
2464,12/5/1999,2483.926
2465,13/5/1999,2487.813
2466,14/5/1999,2445.858
2467,17/5/1999,2425.583
2468,18/5/1999,2428.711
2469,19/5/1999,2439.764
2470,20/5/1999,2441.223
2471,21/5/1999,2428.763
2472,24/5/1999,2405.327
2473,25/5/1999,2375.915
2474,26/5/1999,2388.802
2475,27/5/1999,2357.043
2476,28/5/1999,2378.958
2477,31/5/1999,2377.959
2478,1/6/1999,2379.597
2479,2/6/1999,2383.781
2480,3/6/1999,2390.879
2481,4/6/1999,2422.522
2482,7/6/1999,2438.826
2483,8/6/1999,2435.538
2484,9/6/1999,2443.008
2485,10/6/1999,2427.763
2486,11/6/1999,2432.62
2487,14/6/1999,2418.345
2488,15/6/1999,2426.296
2489,16/6/1999,2456.42
2490,17/6/1999,2474.21
2491,18/6/1999,2480.61
2492,21/6/1999,2491.767
2493,22/6/1999,2477.63
2494,23/6/1999,2460.928
2495,24/6/1999,2438.649
2496,25/6/1999,2444.759
2497,28/6/1999,2458.943
2498,29/6/1999,2477.892
2499,30/6/1999,2488.537
2500,1/7/1999,2521.183
2501,2/7/1999,2539.516
2502,5/7/1999,2556.698
2503,6/7/1999,2549.524
2504,7/7/1999,2545.4
2505,8/7/1999,2537.314
2506,9/7/1999,2545.939
2507,12/7/1999,2543.682
2508,13/7/1999,2531.527
2509,14/7/1999,2545.109
2510,15/7/1999,2571.441
2511,16/7/1999,2572.75
2512,19/7/1999,2564.417
2513,20/7/1999,2534.088
2514,21/7/1999,2529.699
2515,22/7/1999,2500.614
2516,23/7/1999,2481.795
2517,26/7/1999,2475.381
2518,27/7/1999,2492.675
2519,28/7/1999,2502.655
2520,29/7/1999,2476.0
2521,30/7/1999,2480.736
2522,2/8/1999,2476.418
2523,3/8/1999,2470.074
2524,4/8/1999,2454.724
2525,5/8/1999,2442.579
2526,6/8/1999,2424.967
2527,9/8/1999,2419.309
2528,10/8/1999,2394.721
2529,11/8/1999,2411.898
2530,12/8/1999,2427.36
2531,13/8/1999,2462.714
2532,16/8/1999,2479.359
2533,17/8/1999,2489.648
2534,18/8/1999,2486.136
2535,19/8/1999,2476.415
2536,20/8/1999,2506.206
2537,23/8/1999,2541.519
2538,24/8/1999,2539.306
2539,25/8/1999,2557.606
2540,26/8/1999,2532.461
2541,27/8/1999,2520.286
2542,30/8/1999,2501.439
2543,31/8/1999,2475.99
2544,1/9/1999,2505.338
2545,2/9/1999,2490.199
2546,3/9/1999,2535.564
2547,6/9/1999,2546.037
2548,7/9/1999,2532.326
2549,8/9/1999,2524.82
2550,9/9/1999,2543.56
2551,10/9/1999,2542.911
2552,13/9/1999,2534.806
2553,14/9/1999,2524.756
2554,15/9/1999,2503.238
2555,16/9/1999,2490.24
2556,17/9/1999,2502.906
2557,20/9/1999,2511.196
2558,21/9/1999,2489.483
2559,22/9/1999,2477.748
2560,23/9/1999,2450.245
2561,24/9/1999,2430.018
2562,27/9/1999,2438.323
2563,28/9/1999,2442.441
2564,29/9/1999,2427.29
2565,30/9/1999,2451.644
2566,1/10/1999,2457.058
2567,4/10/1999,2484.177
2568,5/10/1999,2483.339
2569,6/10/1999,2510.809
2570,7/10/1999,2516.037
2571,8/10/1999,2528.998
2572,11/10/1999,2533.073
2573,12/10/1999,2509.794
2574,13/10/1999,2468.125
2575,14/10/1999,2469.101
2576,15/10/1999,2423.498
2577,18/10/1999,2411.213
2578,19/10/1999,2433.216
2579,20/10/1999,2464.932
2580,21/10/1999,2459.597
2581,22/10/1999,2486.494
2582,25/10/1999,2479.582
2583,26/10/1999,2474.156
2584,27/10/1999,2478.239
2585,28/10/1999,2532.299
2586,29/10/1999,2578.744
2587,1/11/1999,2570.62
2588,2/11/1999,2565.087
2589,3/11/1999,2572.075
2590,4/11/1999,2590.818
2591,5/11/1999,2592.194
2592,8/11/1999,2595.921
2593,9/11/1999,2591.911
2594,10/11/1999,2611.515
2595,11/11/1999,2626.852
2596,12/11/1999,2635.473
2597,15/11/1999,2640.247
2598,16/11/1999,2665.435
2599,17/11/1999,2666.33
2600,18/11/1999,2687.772
2601,19/11/1999,2685.65
2602,22/11/1999,2686.576
2603,23/11/1999,2678.619
2604,24/11/1999,2680.711
2605,25/11/1999,2694.304
2606,26/11/1999,2704.072
2607,29/11/1999,2692.705
2608,30/11/1999,2650.956
2609,1/12/1999,2669.477
2610,2/12/1999,2681.303
2611,3/12/1999,2722.786
2612,6/12/1999,2731.815
2613,7/12/1999,2728.659
2614,8/12/1999,2718.187
2615,9/12/1999,2726.831
2616,10/12/1999,2734.969
2617,13/12/1999,2731.13
2618,14/12/1999,2713.49
2619,15/12/1999,2715.931
2620,16/12/1999,2738.805
2621,17/12/1999,2746.686
2622,20/12/1999,2754.177
2623,21/12/1999,2763.819
2624,22/12/1999,2784.628
2625,23/12/1999,2825.444
2626,24/12/1999,2833.203
2627,27/12/1999,2827.214
2628,28/12/1999,2836.411
2629,29/12/1999,2848.712
2630,30/12/1999,2861.982
2631,31/12/1999,2865.199
2632,3/1/2000,2868.097
2633,4/1/2000,2779.67
2634,5/1/2000,2741.901
2635,6/1/2000,2710.879
2636,7/1/2000,2775.058
2637,10/1/2000,2805.829
2638,11/1/2000,2796.249
2639,12/1/2000,2779.464
2640,13/1/2000,2804.353
2641,14/1/2000,2828.225
2642,17/1/2000,2840.695
2643,18/1/2000,2806.994
2644,19/1/2000,2796.11
2645,20/1/2000,2785.231
2646,21/1/2000,2776.635
2647,24/1/2000,2737.587
2648,25/1/2000,2728.801
2649,26/1/2000,2734.222
2650,27/1/2000,2737.629
2651,28/1/2000,2692.019
2652,31/1/2000,2700.79
2653,1/2/2000,2721.095
2654,2/2/2000,2736.278
2655,3/2/2000,2781.594
2656,4/2/2000,2785.924
2657,7/2/2000,2773.917
2658,8/2/2000,2808.345
2659,9/2/2000,2787.204
2660,10/2/2000,2783.853
2661,11/2/2000,2754.321
2662,14/2/2000,2744.168
2663,15/2/2000,2731.724
2664,16/2/2000,2725.064
2665,17/2/2000,2738.274
2666,18/2/2000,2690.92
2667,21/2/2000,2671.343
2668,22/2/2000,2685.229
2669,23/2/2000,2708.717
2670,24/2/2000,2700.647
2671,25/2/2000,2688.789
2672,28/2/2000,2685.871
2673,29/2/2000,2707.75
2674,1/3/2000,2744.021
2675,2/3/2000,2767.513
2676,3/3/2000,2794.346
2677,6/3/2000,2778.148
2678,7/3/2000,2738.846
2679,8/3/2000,2735.001
2680,9/3/2000,2778.204
2681,10/3/2000,2774.406
2682,13/3/2000,2735.218
2683,14/3/2000,2712.902
2684,15/3/2000,2724.611
2685,16/3/2000,2814.038
2686,17/3/2000,2827.475
2687,20/3/2000,2833.468
2688,21/3/2000,2872.498
2689,22/3/2000,2872.14
2690,23/3/2000,2902.721
2691,24/3/2000,2925.789
2692,27/3/2000,2927.57
2693,28/3/2000,2922.526
2694,29/3/2000,2918.564
2695,30/3/2000,2869.772
2696,31/3/2000,2894.57
2697,3/4/2000,2884.801
2698,4/4/2000,2872.829
2699,5/4/2000,2852.791
2700,6/4/2000,2873.249
2701,7/4/2000,2896.655
2702,10/4/2000,2890.675
2703,11/4/2000,2867.42
2704,12/4/2000,2835.481
2705,13/4/2000,2798.978
2706,14/4/2000,2689.688
2707,17/4/2000,2697.869
2708,18/4/2000,2752.767
2709,19/4/2000,2744.799
2710,20/4/2000,2757.064
2711,21/4/2000,2756.12
2712,24/4/2000,2757.882
2713,25/4/2000,2800.097
2714,26/4/2000,2791.134
2715,27/4/2000,2771.897
2716,28/4/2000,2771.849
2717,1/5/2000,2791.466
2718,2/5/2000,2788.882
2719,3/5/2000,2728.184
2720,4/5/2000,2723.248
2721,5/5/2000,2746.791
2722,8/5/2000,2729.32
2723,9/5/2000,2703.995
2724,10/5/2000,2666.291
2725,11/5/2000,2688.585
2726,12/5/2000,2723.615
2727,15/5/2000,2749.782
2728,16/5/2000,2773.796
2729,17/5/2000,2724.902
2730,18/5/2000,2714.409
2731,19/5/2000,2662.296
2732,22/5/2000,2638.251
2733,23/5/2000,2623.788
2734,24/5/2000,2634.045
2735,25/5/2000,2635.31
2736,26/5/2000,2638.486
2737,29/5/2000,2649.989
2738,30/5/2000,2710.992
2739,31/5/2000,2701.344
2740,1/6/2000,2748.258
2741,2/6/2000,2817.412
2742,5/6/2000,2814.316
2743,6/6/2000,2817.683
2744,7/6/2000,2821.388
2745,8/6/2000,2808.224
2746,9/6/2000,2796.634
2747,12/6/2000,2791.269
2748,13/6/2000,2812.176
2749,14/6/2000,2818.428
2750,15/6/2000,2808.57
2751,16/6/2000,2799.312
2752,19/6/2000,2824.242
2753,20/6/2000,2827.849
2754,21/6/2000,2820.148
2755,22/6/2000,2787.984
2756,23/6/2000,2769.894
2757,26/6/2000,2774.539
2758,27/6/2000,2777.705
2759,28/6/2000,2791.143
2760,29/6/2000,2771.136
2761,30/6/2000,2791.969
2762,3/7/2000,2817.302
2763,4/7/2000,2816.1
2764,5/7/2000,2791.872
2765,6/7/2000,2797.238
2766,7/7/2000,2828.867
2767,10/7/2000,2832.031
2768,11/7/2000,2832.554
2769,12/7/2000,2840.878
2770,13/7/2000,2832.309
2771,14/7/2000,2849.723
2772,17/7/2000,2852.483
2773,18/7/2000,2818.819
2774,19/7/2000,2802.767
2775,20/7/2000,2823.474
2776,21/7/2000,2795.612
2777,24/7/2000,2779.216
2778,25/7/2000,2788.48
2779,26/7/2000,2768.117
2780,27/7/2000,2747.18
2781,28/7/2000,2697.784
2782,31/7/2000,2713.038
2783,1/8/2000,2726.518
2784,2/8/2000,2721.863
2785,3/8/2000,2712.553
2786,4/8/2000,2731.036
2787,7/8/2000,2755.068
2788,8/8/2000,2753.371
2789,9/8/2000,2753.578
2790,10/8/2000,2748.212
2791,11/8/2000,2756.169
2792,14/8/2000,2780.592
2793,15/8/2000,2784.1
2794,16/8/2000,2785.155
2795,17/8/2000,2791.622
2796,18/8/2000,2784.031
2797,21/8/2000,2784.674
2798,22/8/2000,2785.27
2799,23/8/2000,2792.126
2800,24/8/2000,2800.657
2801,25/8/2000,2810.128
2802,28/8/2000,2819.92
2803,29/8/2000,2810.266
2804,30/8/2000,2793.158
2805,31/8/2000,2800.953
2806,1/9/2000,2834.482
2807,4/9/2000,2841.247
2808,5/9/2000,2804.624
2809,6/9/2000,2772.222
2810,7/9/2000,2774.538
2811,8/9/2000,2750.665
2812,11/9/2000,2733.214
2813,12/9/2000,2715.488
2814,13/9/2000,2714.387
2815,14/9/2000,2715.786
2816,15/9/2000,2694.987
2817,18/9/2000,2658.112
2818,19/9/2000,2675.242
2819,20/9/2000,2658.938
2820,21/9/2000,2648.091
2821,22/9/2000,2661.323
2822,25/9/2000,2658.296
2823,26/9/2000,2642.06
2824,27/9/2000,2637.817
2825,28/9/2000,2668.202
2826,29/9/2000,2651.69
2827,2/10/2000,2657.791
2828,3/10/2000,2648.871
2829,4/10/2000,2651.668
2830,5/10/2000,2655.177
2831,6/10/2000,2622.155
2832,9/10/2000,2595.898
2833,10/10/2000,2581.542
2834,11/10/2000,2536.642
2835,12/10/2000,2494.332
2836,13/10/2000,2538.04
2837,16/10/2000,2533.798
2838,17/10/2000,2497.52
2839,18/10/2000,2475.161
2840,19/10/2000,2530.656
2841,20/10/2000,2547.511
2842,23/10/2000,2552.648
2843,24/10/2000,2571.59
2844,25/10/2000,2523.685
2845,26/10/2000,2518.204
2846,27/10/2000,2550.034
2847,30/10/2000,2565.926
2848,31/10/2000,2606.936
2849,1/11/2000,2620.366
2850,2/11/2000,2630.754
2851,3/11/2000,2635.891
2852,6/11/2000,2644.628
2853,7/11/2000,2642.633
2854,8/11/2000,2613.441
2855,9/11/2000,2593.513
2856,10/11/2000,2548.13
2857,13/11/2000,2513.618
2858,14/11/2000,2561.202
2859,15/11/2000,2572.713
2860,16/11/2000,2540.7
2861,17/11/2000,2531.298
2862,20/11/2000,2486.627
2863,21/11/2000,2487.108
2864,22/11/2000,2439.593
2865,23/11/2000,2444.157
2866,24/11/2000,2472.432
2867,27/11/2000,2498.62
2868,28/11/2000,2478.761
2869,29/11/2000,2480.802
2870,30/11/2000,2448.334
2871,1/12/2000,2464.291
2872,4/12/2000,2475.918
2873,5/12/2000,2541.205
2874,6/12/2000,2517.241
2875,7/12/2000,2505.569
2876,8/12/2000,2535.541
2877,11/12/2000,2563.541
2878,12/12/2000,2551.914
2879,13/12/2000,2535.151
2880,14/12/2000,2510.843
2881,15/12/2000,2466.837
2882,18/12/2000,2478.005
2883,19/12/2000,2459.109
